xmin,ymin,xmax,ymax,Text 
2373,2430,2502,2412,\W1.000761;64.30 ROW 
1,3240,999
2,3258,1000
3,3259,999
4,3259,998
5,3259,991
6,3259,990
7,3258,989
8,3257,988
9,3243,988
10,3242,988
11,3241,988
12,3240,989
13,3240,990
14,3239,998
15,3240,999
1,3229,1038
2,3271,1040
3,3274,1041
4,3276,1041
5,3278,1042
6,3279,1042
7,3280,1043
8,3281,1044
1,3283,1029
2,3283,1034
3,3282,1039
4,3281,1043
5,3280,1046
6,3280,1048
7,3279,1050
8,3278,1051
9,3277,1052
10,3276,1052
11,3275,1053
12,3273,1053
13,3271,1052
14,3270,1052
15,3269,1051
16,3268,1050
17,3268,1049
18,3267,1048
19,3266,1048
20,3265,1047
21,3263,1046
22,3261,1046
23,3259,1045
24,3210,1043
1,3186,1047
2,3186,1056
1,3170,1055
2,3171,1026
1,3171,1026
2,3171,1031
3,3172,1035
4,3173,1038
5,3173,1041
6,3173,1043
7,3174,1045
8,3175,1046
9,3175,1047
10,3176,1049
11,3178,1050
12,3179,1050
13,3181,1050
14,3183,1050
15,3184,1049
16,3185,1048
17,3186,1048
18,3187,1046
19,3189,1045
20,3189,1044
21,3191,1044
22,3193,1044
1,3173,1014
2,3172,1015
3,3171,1016
4,3171,1026
5,3172,1024
6,3172,1023
7,3173,1022
8,3173,1014
9,3173,1012
10,3174,1010
11,3175,1007
12,3176,1006
13,3176,1005
14,3178,1003
15,3179,1002
16,3180,1001
17,3183,1000
18,3185,1000
19,3187,1000
1,3179,1002
2,3173,1002
3,3169,1001
4,3167,1001
5,3166,1000
6,3166,998
7,3166,997
8,3166,996
9,3166,995
10,3167,995
11,3168,994
12,3169,994
13,3174,994
14,3176,995
15,3176,995
16,3177,996
17,3178,997
18,3179,998
19,3180,998
20,3181,998
1,3173,1039
2,3175,1038
3,3176,1038
4,3178,1037
5,3179,1037
6,3181,1037
7,3229,1038
1,3190,1023
2,3190,1001
3,3189,1000
1,3190,1001
2,3189,1001
3,3187,1002
4,3186,1003
5,3184,1005
6,3184,1006
7,3183,1008
1,3228,1019
2,3212,1018
3,3211,1018
4,3210,1018
5,3210,1017
6,3210,1016
7,3209,1012
8,3209,1011
9,3209,1010
10,3210,1010
11,3210,1009
12,3230,1010
1,3193,1044
2,3194,1043
3,3194,1042
4,3195,1041
5,3195,1040
6,3196,1039
7,3196,1039
8,3196,1039
9,3207,1039
10,3208,1039
11,3209,1040
12,3209,1043
13,3210,1043
14,3210,1043
15,3210,1044
16,3209,1045
17,3208,1046
18,3207,1047
19,3206,1047
20,3205,1048
21,3198,1047
22,3196,1047
23,3195,1046
24,3194,1045
25,3194,1045
26,3193,1044
1,3179,1019
2,3179,1014
3,3180,1011
4,3180,1010
5,3181,1009
6,3183,1008
1,3202,1008
2,3204,1019
1,3228,1019
2,3242,1019
3,3244,1019
4,3244,1019
5,3245,1018
6,3245,1018
7,3247,1013
8,3247,1012
9,3246,1012
10,3246,1011
11,3245,1011
12,3230,1010
1,3188,1000
2,3189,997
3,3190,993
4,3192,989
5,3194,985
6,3195,982
7,3197,980
8,3198,980
9,3199,979
10,3202,979
11,3223,979
12,3235,980
1,3186,1000
2,3187,997
3,3188,994
4,3190,990
5,3191,987
6,3192,985
7,3194,982
8,3195,980
9,3196,979
10,3197,978
11,3199,978
12,3223,978
1,3180,1001
2,3181,999
3,3181,997
4,3182,996
5,3183,992
6,3185,990
7,3186,988
8,3187,986
9,3188,984
10,3190,980
11,3192,978
12,3193,977
13,3194,975
14,3196,974
15,3198,974
16,3203,974
17,3221,974
18,3236,974
1,3187,1000
2,3192,999
3,3217,1000
4,3240,1000
1,3190,1001
2,3192,1000
3,3219,1001
1,3199,998
2,3216,998
3,3217,998
4,3217,997
5,3217,989
6,3217,988
7,3216,988
8,3216,987
9,3202,986
10,3200,987
11,3200,987
12,3199,988
13,3198,988
14,3198,997
15,3199,998
1,3183,1000
2,3184,998
3,3184,996
4,3186,994
5,3187,989
6,3189,986
7,3190,984
8,3192,981
9,3193,980
10,3193,978
11,3194,977
12,3193,977
1,3197,974
2,3197,978
1,3199,974
2,3199,978
1,3224,983
2,3236,983
3,3236,984
4,3237,985
5,3237,987
6,3237,988
7,3236,988
8,3223,987
9,3222,987
10,3222,987
11,3222,985
12,3223,984
13,3223,983
14,3224,983
1,3267,1048
2,3267,1059
3,3267,1060
4,3267,1060
5,3268,1061
6,3268,1061
7,3279,1062
8,3280,1062
9,3281,1061
10,3281,1061
11,3282,1059
12,3283,1029
1,3282,1017
2,3283,1019
3,3284,1020
4,3283,1029
5,3283,1028
6,3282,1027
7,3282,1026
8,3282,1018
9,3282,1016
10,3281,1013
11,3280,1011
12,3280,1009
13,3279,1008
14,3278,1007
15,3277,1006
16,3276,1005
17,3273,1003
18,3271,1003
19,3269,1002
1,3266,1003
2,3267,1004
3,3269,1005
4,3271,1006
5,3272,1008
6,3273,1009
7,3273,1011
1,3264,1025
2,3265,1010
3,3266,1003
4,3268,1002
1,3253,1010
2,3249,1021
1,3275,1022
2,3276,1016
3,3275,1014
4,3275,1012
5,3274,1011
6,3274,1011
1,3277,1005
2,3286,1005
3,3287,1005
4,3288,1004
5,3288,1004
6,3289,1003
7,3288,1001
8,3288,1001
9,3288,1000
10,3287,999
11,3287,998
12,3286,997
13,3285,997
14,3282,997
15,3280,997
16,3279,998
17,3279,998
18,3278,999
19,3278,1000
20,3277,1001
21,3275,1001
1,3273,1003
2,3273,1002
3,3272,1000
4,3271,997
5,3270,992
6,3268,989
7,3267,987
8,3266,984
9,3265,982
10,3264,981
11,3264,980
12,3265,979
1,3262,977
2,3261,981
1,3260,976
2,3260,980
1,3183,1058
2,3173,1058
1,3181,998
2,3181,998
1,3197,978
2,3197,978
1,3199,978
2,3199,978
1,3193,977
2,3193,977
1,3260,976
2,3260,976
1,3262,977
2,3262,977
1,3261,981
2,3261,981
1,3260,980
2,3260,980
1,3186,1000
2,3186,1000
1,3173,1014
2,3173,1013
1,3282,1017
2,3282,1017
1,3283,1026
2,3283,1026
1,3204,1019
2,3204,1020
1,3249,1021
2,3249,1021
1,3264,1025
2,3264,1026
1,3274,1011
2,3274,1011
1,3273,1011
2,3273,1011
1,3202,1008
2,3202,1008
1,4187,1014
2,4188,1004
1,4191,1019
2,4192,1017
1,4186,1055
2,4187,1043
1,4179,973
2,4177,976
1,4182,979
2,4181,976
1,4182,983
2,4180,981
1,4180,981
2,4182,979
1,4173,963
2,4173,963
1,4170,984
2,4168,983
1,4169,986
2,4170,984
1,4164,985
2,4164,993
1,4168,983
2,4168,980
1,4147,979
2,4148,981
1,4147,971
2,4151,972
1,4149,975
2,4151,975
1,4154,985
2,4155,985
1,4154,985
2,4153,988
1,4149,983
2,4149,986
1,4149,983
2,4151,984
1,4171,983
2,4178,977
1,4171,978
2,4177,983
1,4143,986
2,4145,990
1,4162,1001
2,4160,995
1,4164,1010
2,4168,1002
1,4159,1013
2,4161,1004
1,4160,1010
2,4158,1005
1,4174,996
2,4174,1013
1,4155,985
2,4157,999
1,4142,986
2,4143,999
1,4174,996
2,4182,983
1,4174,996
2,4179,974
1,4174,996
2,4170,978
1,4174,981
2,4174,996
1,4174,996
2,4169,986
1,4177,1022
2,4175,1031
1,4171,1019
2,4169,1019
1,4161,1018
2,4163,1018
1,4147,1044
2,4146,1038
1,4160,1031
2,4158,1033
1,4168,1020
2,4168,1032
1,4164,1028
2,4162,1018
1,4179,1030
2,4181,1058
1,4156,1049
2,4158,1044
1,4142,1034
2,4139,1035
1,4142,1034
2,4140,1025
1,4139,1035
2,4139,1024
1,4134,1033
2,4135,1026
1,4139,1035
2,4134,1033
1,4139,1024
2,4138,1018
1,4135,1024
2,4135,1019
1,4181,976
2,4187,978
1,4188,1018
2,4183,1019
1,4124,1158
2,4124,1203
1,4182,1158
2,4182,1203
1,4134,1196
2,4172,1196
1,4134,1195
2,4134,1198
3,4124,1196
4,4134,1195
1,4172,1195
2,4172,1198
3,4182,1196
4,4172,1195
1,4182,1069
2,4182,1151
3,4124,1151
4,4124,1070
1,4118,1151
2,4108,1151
1,4115,1075
2,4115,1141
1,4113,1075
2,4116,1075
3,4115,1065
4,4113,1075
1,4113,1141
2,4116,1141
3,4115,1151
4,4113,1141
1,4083,1134
2,4069,1134
1,4075,1075
2,4075,1125
1,4074,1075
2,4077,1075
3,4075,1065
4,4074,1075
1,4074,1125
2,4077,1125
3,4075,1134
4,4074,1125
1,3975,1154
2,3975,1253
1,4044,1154
2,4044,1253
1,3985,1246
2,4035,1246
1,3985,1245
2,3985,1248
3,3975,1246
4,3985,1245
1,4035,1245
2,4035,1248
3,4044,1246
4,4035,1245
1,4000,1124
2,3990,1124
1,3994,1147
2,4003,1147
1,3996,1114
2,3996,1105
1,3996,1156
2,3996,1166
1,3995,1114
2,3998,1114
3,3996,1124
4,3995,1114
1,3995,1156
2,3998,1156
3,3996,1147
4,3995,1156
1,4044,1147
2,3975,1147
1,4016,1124
2,4015,1124
3,4013,1125
4,4012,1126
5,4012,1126
6,4011,1128
7,4010,1129
8,4010,1131
9,4010,1132
10,4010,1134
11,4010,1136
12,4011,1137
13,4012,1138
14,4012,1139
15,4013,1140
16,4015,1140
17,4016,1141
18,4017,1140
19,4018,1140
20,4019,1139
21,4020,1138
22,4021,1137
23,4021,1136
24,4021,1134
25,4022,1132
26,4021,1131
27,4021,1129
28,4021,1128
29,4020,1126
30,4019,1126
31,4018,1125
32,4017,1124
33,4016,1124
1,4004,1124
2,4003,1124
3,4002,1125
4,4001,1126
5,4000,1126
6,3999,1128
7,3999,1129
8,3998,1131
9,3998,1132
10,3998,1134
11,3999,1135
12,3999,1137
13,4000,1138
14,4001,1139
15,4002,1140
16,4003,1140
17,4004,1140
18,4005,1140
19,4006,1140
20,4007,1139
21,4008,1138
22,4009,1137
23,4009,1135
24,4010,1134
25,4010,1132
26,4010,1131
27,4009,1129
28,4009,1128
29,4008,1126
30,4007,1126
31,4006,1125
32,4005,1124
33,4004,1124
1,4044,1147
2,4044,1071
1,3975,1147
2,3975,1084
1,3881,1126
2,3880,1126
3,3879,1127
4,3878,1128
5,3877,1129
6,3877,1129
7,3876,1131
8,3876,1132
9,3876,1134
10,3876,1135
11,3876,1136
12,3877,1138
13,3877,1139
14,3878,1140
15,3879,1140
16,3880,1141
17,3881,1141
18,3882,1141
19,3883,1140
20,3884,1140
21,3885,1139
22,3885,1138
23,3886,1136
24,3886,1135
25,3886,1134
26,3886,1132
27,3886,1131
28,3885,1129
29,3885,1129
30,3884,1128
31,3883,1127
32,3882,1126
33,3881,1126
1,3709,1163
2,3709,1203
1,3766,1163
2,3766,1203
1,3718,1196
2,3757,1196
1,3718,1195
2,3718,1198
3,3709,1196
4,3718,1195
1,3757,1195
2,3757,1198
3,3766,1196
4,3757,1195
1,3766,1156
2,3709,1156
1,3709,1076
2,3709,1156
1,3766,1078
2,3766,1156
1,4211,1063
2,4227,1063
1,4211,1115
2,4227,1115
1,4220,1073
2,4220,1105
1,4218,1073
2,4222,1073
3,4220,1063
4,4218,1073
1,4218,1105
2,4222,1105
3,4220,1115
4,4218,1105
1,4205,1115
2,4204,1115
3,4203,1115
4,4202,1116
5,4201,1117
6,4200,1118
7,4200,1119
8,4200,1121
9,4200,1122
10,4200,1123
11,4200,1125
12,4200,1126
13,4201,1127
14,4202,1128
15,4203,1129
16,4204,1129
17,4205,1129
18,4206,1129
19,4207,1129
20,4207,1128
21,4208,1127
22,4209,1126
23,4210,1125
24,4210,1123
25,4210,1122
26,4210,1121
27,4210,1119
28,4209,1118
29,4208,1117
30,4207,1116
31,4207,1115
32,4206,1115
33,4205,1115
1,4170,1121
2,4169,1121
3,4168,1122
4,4167,1123
5,4166,1124
6,4165,1126
7,4164,1127
8,4163,1129
9,4163,1131
10,4163,1133
11,4164,1135
12,4165,1136
13,4166,1138
14,4167,1139
15,4168,1140
16,4169,1140
17,4170,1141
18,4172,1140
19,4173,1140
20,4174,1139
21,4175,1138
22,4176,1136
23,4177,1135
24,4177,1133
25,4177,1131
26,4177,1129
27,4177,1127
28,4176,1126
29,4175,1124
30,4174,1123
31,4173,1122
32,4172,1121
33,4170,1121
1,4151,1064
2,4151,1064
1,4153,1121
2,4164,1121
1,4158,1074
2,4158,1112
1,4156,1074
2,4159,1074
3,4158,1064
4,4156,1074
1,4156,1112
2,4159,1112
3,4158,1121
4,4156,1112
1,3388,1144
2,3388,1203
1,3445,1144
2,3445,1203
1,3398,1196
2,3436,1196
1,3398,1195
2,3398,1198
3,3388,1196
4,3398,1195
1,3436,1195
2,3436,1198
3,3445,1196
4,3436,1195
1,3445,1137
2,3388,1137
1,3446,1137
2,3446,1137
1,3439,1061
2,3439,1127
1,3438,1061
2,3441,1061
3,3439,1051
4,3438,1061
1,3438,1127
2,3441,1127
3,3439,1137
4,3438,1127
1,3445,1056
2,3445,1137
1,3388,1057
2,3388,1137
1,3474,1077
2,3474,1090
1,3453,1077
2,3453,1090
1,3471,1052
2,3474,1059
1,3470,1051
2,3465,1051
1,3465,1051
2,3465,1077
1,3465,1075
2,3474,1075
1,3474,1077
2,3474,1059
1,3453,1077
2,3474,1077
1,3453,1090
2,3474,1090
1,3453,1072
2,3453,1077
1,3465,1062
2,3459,1062
1,3465,1062
2,3459,1062
1,3459,1062
2,3453,1072
1,3474,1063
2,3472,1063
1,3465,1062
2,3459,1062
3,3453,1072
4,3453,1090
5,3474,1090
6,3474,1075
7,3465,1075
8,3465,1062
1,3453,1086
2,3454,1086
3,3453,1087
1,3456,1090
2,3456,1088
3,3457,1089
4,3456,1090
1,3456,1084
2,3456,1084
1,3458,1081
2,3458,1081
1,3453,1089
2,3453,1089
1,3453,1082
2,3454,1082
1,3458,1085
2,3458,1084
3,3459,1084
4,3458,1085
1,3460,1079
2,3460,1079
1,3453,1072
2,3454,1072
3,3453,1072
1,3456,1075
2,3456,1073
3,3457,1075
4,3456,1075
1,3456,1069
2,3456,1069
1,3458,1067
2,3458,1066
1,3455,1078
2,3455,1078
1,3453,1075
2,3453,1075
1,3458,1075
2,3458,1076
1,3458,1070
2,3458,1069
3,3459,1070
4,3458,1070
1,3460,1065
2,3460,1065
1,3464,1087
2,3464,1086
3,3464,1086
4,3464,1087
1,3467,1090
2,3467,1088
3,3468,1089
4,3467,1090
1,3461,1083
2,3462,1081
3,3462,1083
4,3461,1083
1,3467,1084
2,3467,1084
1,3469,1081
2,3469,1081
1,3464,1089
2,3464,1089
1,3464,1082
2,3464,1082
1,3461,1088
2,3461,1088
1,3469,1085
2,3469,1084
3,3470,1084
4,3469,1085
1,3460,1079
2,3461,1079
1,3471,1079
2,3471,1079
1,3464,1072
2,3464,1071
3,3464,1072
4,3464,1072
1,3461,1068
2,3462,1067
3,3462,1068
4,3461,1068
1,3466,1078
2,3466,1078
1,3464,1075
2,3464,1075
1,3469,1075
2,3469,1076
1,3464,1067
2,3464,1067
1,3461,1074
2,3461,1073
1,3461,1077
2,3461,1076
3,3461,1076
4,3461,1077
1,3460,1065
2,3461,1065
1,3461,1062
2,3461,1062
1,3461,1062
2,3461,1062
3,3461,1062
1,3472,1083
2,3473,1081
3,3473,1083
4,3472,1083
1,3471,1088
2,3471,1088
1,3471,1079
2,3471,1079
1,3471,1077
2,3472,1076
3,3472,1076
4,3471,1077
1,3474,1063
2,4018,1079
1,3474,1070
2,4018,1085
1,4237,1063
2,4235,1063
1,4235,1071
2,4235,1076
1,4235,1084
2,4232,1084
1,4235,1076
2,4232,1076
1,4232,1076
2,4232,1084
1,4237,1084
2,4235,1084
1,4237,1075
2,4235,1075
1,4237,1076
2,4235,1076
1,4235,1063
2,4235,1071
1,4242,1072
2,4242,1084
1,4239,1076
2,4239,1071
1,4242,1084
2,4239,1084
1,4242,1076
2,4239,1076
1,4239,1084
2,4237,1084
1,4239,1076
2,4237,1076
1,4239,1075
2,4237,1075
1,4239,1067
2,4242,1069
1,4239,1071
2,4239,1063
1,4239,1063
2,4237,1063
1,4242,1069
2,4242,1072
1,4235,1075
2,4235,1075
1,4235,1076
2,4236,1075
1,4235,1076
2,4236,1075
1,4236,1076
2,4237,1075
1,4237,1076
2,4238,1075
1,4237,1076
2,4239,1075
1,4238,1076
2,4239,1075
1,4235,1076
2,4235,1076
1,4236,1076
2,4235,1075
3,4235,1075
1,4237,1076
2,4236,1075
1,4237,1076
2,4236,1075
1,4238,1076
2,4237,1075
1,4239,1076
2,4238,1075
1,4239,1075
2,4239,1075
1,4232,1076
2,4232,1084
3,4242,1084
4,4242,1076
5,4232,1076
1,4239,1067
2,4239,1076
3,4242,1076
4,4242,1069
5,4239,1067
1,4235,1067
2,4232,1069
1,4232,1069
2,4232,1076
1,4235,1067
2,4235,1076
3,4232,1076
4,4232,1069
5,4235,1067
1,4027,1067
2,4235,1063
1,4027,1071
2,4234,1067
1,4212,1063
2,4212,1068
1,4224,1063
2,4224,1068
1,4227,1063
2,4227,1068
1,4155,1064
2,4155,1069
1,4167,1064
2,4167,1069
1,4169,1064
2,4170,1069
1,4181,1064
2,4181,1069
1,4183,1064
2,4184,1069
1,4195,1063
2,4195,1068
1,4198,1063
2,4198,1068
1,4209,1063
2,4210,1068
1,4124,1065
2,4124,1069
1,4126,1065
2,4127,1069
1,4138,1065
2,4138,1069
1,4141,1064
2,4141,1069
1,4152,1064
2,4152,1069
1,4110,1065
2,4110,1070
1,4112,1065
2,4113,1070
1,4018,1092
2,4018,1104
1,4038,1092
2,4038,1104
1,4021,1068
2,4019,1075
1,4022,1067
2,4027,1067
1,4027,1067
2,4027,1092
1,4027,1091
2,4018,1091
1,4018,1092
2,4019,1075
1,4038,1092
2,4018,1092
1,4038,1104
2,4018,1104
1,4039,1087
2,4038,1092
1,4027,1077
2,4033,1077
1,4027,1077
2,4033,1077
1,4033,1077
2,4039,1087
1,4022,1067
2,4022,1067
3,4022,1067
4,4022,1067
5,4022,1067
6,4021,1067
7,4021,1068
1,4019,1079
2,4020,1079
1,4027,1077
2,4033,1077
3,4039,1087
4,4038,1104
5,4018,1104
6,4018,1091
7,4027,1091
8,4027,1077
1,4038,1101
2,4038,1101
3,4038,1101
1,4036,1104
2,4036,1103
3,4035,1104
4,4036,1104
1,4036,1099
2,4036,1099
1,4033,1096
2,4033,1096
1,4038,1104
2,4038,1104
1,4038,1097
2,4038,1097
1,4033,1099
2,4033,1099
3,4033,1099
4,4033,1099
1,4032,1094
2,4032,1094
1,4038,1087
2,4038,1087
3,4039,1087
1,4036,1090
2,4036,1089
3,4035,1090
4,4036,1090
1,4036,1085
2,4036,1085
1,4033,1082
2,4033,1082
1,4036,1093
2,4036,1093
1,4038,1090
2,4038,1090
1,4033,1091
2,4033,1091
1,4033,1085
2,4033,1085
3,4033,1085
4,4033,1085
1,4032,1080
2,4032,1080
1,4028,1102
2,4028,1101
3,4028,1101
4,4028,1102
1,4026,1104
2,4025,1103
3,4025,1104
4,4026,1104
1,4030,1098
2,4030,1096
3,4029,1098
4,4030,1098
1,4025,1099
2,4025,1099
1,4023,1096
2,4023,1096
1,4028,1104
2,4028,1104
1,4028,1097
2,4028,1097
1,4031,1103
2,4031,1103
1,4023,1099
2,4023,1099
3,4022,1099
4,4023,1099
1,4031,1094
2,4031,1094
1,4022,1094
2,4022,1094
1,4028,1087
2,4028,1087
3,4028,1087
4,4028,1087
1,4031,1083
2,4030,1082
3,4029,1083
4,4030,1083
1,4026,1093
2,4026,1093
1,4028,1090
2,4028,1090
1,4023,1091
2,4023,1091
1,4028,1083
2,4028,1082
1,4031,1089
2,4031,1089
1,4031,1092
2,4031,1091
3,4030,1092
4,4031,1092
1,4032,1080
2,4031,1080
1,4031,1078
2,4031,1077
1,4031,1077
2,4030,1077
3,4031,1078
1,4020,1098
2,4020,1096
3,4019,1098
4,4020,1098
1,4021,1103
2,4021,1103
1,4021,1094
2,4021,1094
1,4021,1092
2,4020,1091
3,4020,1092
4,4021,1092
1,4038,1066
2,4038,1071
1,4041,1066
2,4041,1071
1,4052,1066
2,4052,1071
1,4055,1066
2,4055,1071
1,4069,1066
2,4069,1071
1,4067,1066
2,4067,1071
1,4081,1065
2,4081,1070
1,4084,1065
2,4084,1070
1,4095,1065
2,4095,1070
1,4098,1065
2,4098,1070
1,3465,946
2,3465,817
1,3475,823
2,4230,823
1,3475,822
2,3475,825
3,3465,823
4,3475,822
1,4230,822
2,4230,825
3,4239,823
4,4230,822
1,3666,946
2,3666,842
1,3676,848
2,4230,848
1,3676,847
2,3676,850
3,3666,848
4,3676,847
1,4230,847
2,4230,850
3,4239,848
4,4230,847
1,3809,946
2,3809,866
1,4230,873
2,3819,873
1,4230,871
2,4230,875
3,4239,873
4,4230,871
1,3819,871
2,3819,875
3,3809,873
4,3819,871
1,3952,946
2,3952,891
1,3962,898
2,4230,898
1,3962,896
2,3962,900
3,3952,898
4,3962,896
1,4230,896
2,4230,900
3,4239,898
4,4230,896
1,3368,966
2,3368,792
1,3377,799
2,4230,799
1,3377,797
2,3377,800
3,3368,799
4,3377,797
1,4230,797
2,4230,800
3,4239,799
4,4230,797
1,4078,1062
2,4069,1060
3,4078,1059
4,4078,1062
1,4078,1060
2,4115,1059
1,4018,722
2,4018,661
1,4230,668
2,4028,668
1,4230,666
2,4230,669
3,4239,668
4,4230,666
1,4028,666
2,4028,669
3,4018,668
4,4028,666
1,4018,722
2,4018,661
1,3703,722
2,3703,661
1,4009,668
2,3713,668
1,4009,666
2,4009,669
3,4018,668
4,4009,666
1,3713,666
2,3713,669
3,3703,668
4,3713,666
1,3703,722
2,3703,661
1,3474,722
2,3474,661
1,3694,668
2,3484,668
1,3694,666
2,3694,669
3,3703,668
4,3694,666
1,3484,666
2,3484,669
3,3474,668
4,3484,666
1,3359,722
2,3359,661
1,3325,722
2,3325,661
1,3350,668
2,3334,668
1,3350,666
2,3350,669
3,3359,668
4,3350,666
1,3334,666
2,3334,669
3,3325,668
4,3334,666
1,2680,668
2,2680,681
3,2717,681
1,3342,668
2,3342,681
3,3306,681
1,3744,1128
2,3769,1128
1,3763,1080
2,3763,1118
1,3761,1080
2,3764,1080
3,3763,1071
4,3761,1080
1,3761,1118
2,3764,1118
3,3763,1128
4,3761,1118
1,4067,966
2,4067,941
1,4230,948
2,4077,948
1,4230,946
2,4230,949
3,4239,948
4,4230,946
1,4077,946
2,4077,949
3,4067,948
4,4077,946
1,4067,966
2,4067,941
1,3952,962
2,3952,941
1,4058,948
2,3962,948
1,4058,946
2,4058,949
3,4067,948
4,4058,946
1,3962,946
2,3962,949
3,3952,948
4,3962,946
1,3952,962
2,3952,941
1,3809,962
2,3809,941
1,3943,948
2,3819,948
1,3943,946
2,3943,949
3,3952,948
4,3943,946
1,3819,946
2,3819,949
3,3809,948
4,3819,946
1,3809,962
2,3809,941
1,3666,966
2,3666,941
1,3800,948
2,3676,948
1,3800,946
2,3800,949
3,3809,948
4,3800,946
1,3676,946
2,3676,949
3,3666,948
4,3676,946
1,3666,966
2,3666,941
1,3465,966
2,3465,941
1,3656,948
2,3475,948
1,3656,946
2,3656,949
3,3666,948
4,3656,946
1,3475,946
2,3475,949
3,3465,948
4,3475,946
1,3465,966
2,3465,941
1,3368,966
2,3368,941
1,3456,948
2,3377,948
1,3456,946
2,3456,949
3,3465,948
4,3456,946
1,3377,946
2,3377,949
3,3368,948
4,3377,946
1,2285,722
2,2285,661
1,1658,722
2,1658,661
1,2275,668
2,1667,668
1,2275,666
2,2275,669
3,2285,668
4,2275,666
1,1667,666
2,1667,669
3,1658,668
4,1667,666
1,1614,1052
2,1517,1051
1,1614,1057
2,1517,1055
1,831,1246
2,753,1246
1,831,1245
2,831,1248
3,841,1246
4,831,1245
1,753,1245
2,753,1248
3,743,1246
4,753,1245
1,877,1296
2,753,1296
1,877,1294
2,877,1297
3,887,1296
4,877,1294
1,753,1294
2,753,1297
3,743,1296
4,753,1294
1,1603,1052
2,1603,1057
1,1601,1052
2,1600,1057
1,1589,1052
2,1589,1057
1,1586,1052
2,1586,1057
1,1572,1052
2,1572,1056
1,1575,1052
2,1575,1056
1,1561,1051
2,1561,1056
1,1557,1051
2,1557,1056
1,1546,1051
2,1546,1056
1,1543,1051
2,1543,1056
1,1532,1051
2,1532,1055
1,1529,1051
2,1529,1055
1,1578,1045
2,1588,1046
3,1578,1048
4,1578,1045
1,1578,1046
2,1541,1045
1,1508,722
2,1508,661
1,1623,722
2,1623,661
1,1518,668
2,1614,668
1,1518,666
2,1518,669
3,1508,668
4,1518,666
1,1614,666
2,1614,669
3,1623,668
4,1614,666
1,858,1157
2,858,1228
1,801,1157
2,801,1228
1,849,1221
2,810,1221
1,849,1220
2,849,1223
3,858,1221
4,849,1220
1,810,1220
2,810,1223
3,801,1221
4,810,1220
1,801,1069
2,801,1151
3,858,1151
4,858,1069
1,885,1065
2,885,1065
1,865,1151
2,885,1151
1,878,1075
2,878,1142
1,876,1075
2,880,1075
3,878,1065
4,876,1075
1,876,1142
2,880,1142
3,878,1151
4,876,1142
1,895,1135
2,921,1135
1,914,1075
2,914,1125
1,913,1075
2,916,1075
3,914,1066
4,913,1075
1,913,1125
2,916,1125
3,914,1135
4,913,1125
1,1007,1154
2,1007,1253
1,938,1154
2,938,1253
1,997,1246
2,948,1246
1,997,1245
2,997,1248
3,1007,1246
4,997,1245
1,948,1245
2,948,1248
3,938,1246
4,948,1245
1,994,1124
2,1004,1124
1,1000,1147
2,990,1147
1,997,1114
2,997,1105
1,997,1156
2,997,1166
1,996,1114
2,999,1114
3,997,1124
4,996,1114
1,996,1156
2,999,1156
3,997,1147
4,996,1156
1,938,1147
2,1007,1147
1,967,1124
2,966,1124
3,964,1125
4,963,1126
5,963,1126
6,962,1128
7,961,1129
8,961,1131
9,961,1132
10,961,1134
11,961,1136
12,962,1137
13,963,1138
14,963,1139
15,964,1140
16,966,1140
17,967,1141
18,968,1140
19,969,1140
20,970,1139
21,971,1138
22,972,1137
23,972,1136
24,973,1134
25,973,1132
26,973,1131
27,972,1129
28,972,1128
29,971,1126
30,970,1126
31,969,1125
32,968,1124
33,967,1124
1,979,1124
2,977,1124
3,976,1125
4,975,1126
5,974,1126
6,973,1128
7,973,1129
8,973,1131
9,973,1132
10,973,1134
11,973,1135
12,973,1137
13,974,1138
14,975,1139
15,976,1140
16,977,1140
17,979,1140
18,980,1140
19,981,1140
20,982,1139
21,983,1138
22,983,1137
23,984,1135
24,984,1134
25,984,1132
26,984,1131
27,984,1129
28,983,1128
29,983,1126
30,982,1126
31,981,1125
32,980,1124
33,979,1124
1,938,1147
2,938,1071
1,1007,1147
2,1007,1084
1,1101,1126
2,1101,1126
3,1100,1127
4,1099,1128
5,1098,1129
6,1097,1129
7,1097,1131
8,1097,1132
9,1096,1134
10,1097,1135
11,1097,1136
12,1097,1138
13,1098,1139
14,1099,1140
15,1100,1140
16,1101,1141
17,1101,1141
18,1103,1141
19,1104,1140
20,1104,1140
21,1105,1139
22,1106,1138
23,1106,1136
24,1107,1135
25,1107,1134
26,1107,1132
27,1106,1131
28,1106,1129
29,1105,1129
30,1104,1128
31,1104,1127
32,1103,1126
33,1101,1126
1,1273,1163
2,1273,1253
1,1216,1163
2,1216,1253
1,1264,1246
2,1226,1246
1,1264,1245
2,1264,1248
3,1273,1246
4,1264,1245
1,1226,1245
2,1226,1248
3,1216,1246
4,1226,1245
1,1216,1156
2,1273,1156
1,1273,1076
2,1273,1156
1,1216,1078
2,1216,1156
1,801,1115
2,785,1115
1,792,1073
2,792,1106
1,791,1073
2,794,1073
3,792,1063
4,791,1073
1,791,1106
2,794,1106
3,792,1115
4,791,1106
1,778,1115
2,777,1115
3,776,1115
4,775,1116
5,774,1117
6,773,1118
7,773,1119
8,773,1121
9,772,1122
10,773,1123
11,773,1125
12,773,1126
13,774,1127
14,775,1128
